log2FC	FDR
-0.22715737	2.361506198
-0.562594688	-0.340191033
0.708537186	0.652926908
-0.454565863	-0.076723255
-0.943416472	-2.471708236
-7.491853096	-6.219857736
6.64385619	-6.64385619
5.321928095	-7.304820237
-4.906890596	-7.512338987
-0.035860049	2.593242355
-5.321928095	-7.304820237
1.351472371	-0.110139009
-0.924850972	2.673437679
-7.321928095	-6.304820237
-0.831196409	4.685379443
-0.265344567	2.189255812
0.29729723	1.822205039
-2.321928095	-3.897929642
-0.879218177	1.388209936
-2.36923381	-2.874276784
2.151546472	0.735697794
-0.473931188	-2.236965594
-0.098331558	3.185028944
-1.206693735	1.588847298
0.899598103	1.700760625
-4.163498732	0.081749366
-1.450661409	-2.01163489
0.125530882	-3.12165913
-0.5360529	-1.053901645
7.965784285	-5.982892142
6.491853096	-6.719857736
-0.331253984	7.431382668
-0.192903048	2.901743979
-0.121551393	4.843708401
0.142019005	-1.714865692
0.537656786	-1.420831486
-0.440418564	3.521796929
-0.094327383	2.934688962
0.290414601	2.997206137
0.348610138	1.759267569
0.339727163	1.705916482
-0.034654069	2.642597524
0.523762344	1.908043829
0.326115313	6.016055244
-0.360356238	5.073054819
-0.545293885	3.787400441
-0.51854696	4.35012691
0.276252908	2.480112201
0.75152369	2.677349492
0.459431619	0.17082212
1.267298371	2.505492834
0.309855263	0.096033942
1.94753258	-2.862734978
4.321928095	-7.804820237
-0.268113157	3.576336614
-0.184556922	3.216606596
7.965784285	-5.982892142
0.770378477	5.677234731
0.846508441	5.700867091
0.903323981	-0.437306697
0.18023001	1.400455126
0.359081093	3.451563736
9.891783703	-5.019892433
-0.625781405	3.714794174
-0.748268243	3.206011363
0.962585502	4.945307475
0.491465446	3.779296071
0.564292363	3.398178175
-0.671457324	5.572603908
-1.137503524	-0.583251332
6.491853096	-6.719857736
-0.10433666	0.315202736
-1.977747193	-0.040272749
-0.196737833	5.180730886
5.64385619	-7.14385619
0.095351672	4.5136503
2.115477217	-3.00115508
-0.94753258	-0.362734978
0.674229839	-0.752152419
0.177046239	3.393034161
0.905431256	11.01054307
0.183238815	4.053242736
-0.40053793	-1.799731035
-0.476438044	-1.882075212
-0.245713496	4.462706751
-0.857002654	3.360184384
-1.300866479	0.115101507
-0.531720479	2.467494101
-0.874469118	-2.62165913
-0.197939378	-1.45742366
-1.959358016	-2.494252181
-3	-3.558893689
1.041222663	0.985279598
-0.709853749	2.265659536
-0.575710187	2.155751558
0.022839976	2.507115151
0.008363473	3.108518396
1	-1.895928676
-0.222124387	3.054045792
1.736965594	-3.190410892
0.341036918	-0.981484635
-0.910732662	-1.544633669
-0.109347396	0.399502195
0.107793115	5.142631804
-0.042370798	4.303625204
-8.74819285	-5.59168786
-0.420790207	3.926288474
-1.297233979	4.867398157
-1.454442467	4.194500714
0.459431619	0.286299338
0.184424571	-1.092212286
1.410933101	-0.478958021
5.906890596	-7.012338987
1	-4.558893689
-0.772589504	0.649329158
0.335169444	3.74410686
-0.245520442	2.266806591
1.332983283	-0.27692483
0.809897117	0.100942371
-5.321928095	-7.304820237
-0.512844359	5.388587705
1.502500341	-3.307643519
0.101467639	2.04350225
-0.181710916	0.666167789
-0.556393349	-2.278196674
0	-4.64385619
-2.404595753	0.843843905
0.23878686	3.026284025
-0.553419432	4.102495344
0	-5.058893689
-0.191224403	3.025403199
1.612574732	0.270955633
-0.455899928	4.581978902
-0.026047358	3.317534721
0.347923303	-3.010462919
0.321928095	-2.482892142
-0.373617572	1.855835551
0.285200062	4.336371774
0.316134131	4.477106881
1.354842717	-0.265995113
0.413302448	2.848197253
-0.626600788	3.368148871
-0.10922907	0.886491776
1.159072297	3.349307888
-0.202308175	1.58141921
0.111652795	4.422498314
0.113620228	3.636955598
0.281141081	3.026144905
0.200139614	0.84853104
-0.182678795	6.026563392
-1.327687364	0.663843682
-0.30256277	0.736243886
0.26059123	1.108491245
-1.064130337	-2.652359402
-0.062413411	6.793688409
2.584962501	-3.351374939
-2.305656926	3.250439259
0.493040011	2.816982937
0.557923248	2.193526147
-0.653549586	2.158652034
0.222392421	-3.947697478
0.2294214	2.926181731
0.111568229	3.048552545
0.978498931	2.831235213
0.382661497	3.041330008
-0.501194143	1.95103679
3.700439718	-4.793636331
4.906890596	-7.512338987
0.093109404	-2.690410892
-0.014646776	0.978177042
-0.122430596	5.171829103
-0.342983307	4.878574645
0.10479619	2.598366464
-0.27085391	2.600095222
2.440572591	-2.616214972
6.906890596	-6.512338987
0.116588778	2.377334205
-0.654225163	1.19895623
0.834690237	4.46871722
0.025134696	4.105958501
0.140177658	0.625904984
-0.057715498	0.999711403
-5.321928095	-7.304820237
-0.830074999	-3.058893689
-0.061065151	2.872505695
-5.906890596	-7.012338987
-0.150394097	6.047889702
0.89126436	2.53986825
1	-3.14385619
-0.425091164	2.728560729
-0.09097366	0.802510077
-1.071005338	2.692546379
-1.482600783	0.287268761
8.531381461	-5.700093554
-2	-4.64385619
-3.148863386	-0.545862541
1.584962501	-5.851374939
0.162901086	4.568164916
-3.321928095	-8.304820237
-0.391725062	4.409987336
-0.385467177	4.126306227
1	-4.558893689
-0.374395515	0.29822907
-0.313157885	0.142079373
0.441269894	7.057442755
-0.38371526	4.754405354
0.877515993	0.221166562
-1	-3.821928095
-0.455082218	1.822089659
0.78303305	2.302249187
0.777013755	2.406428785
1.068734012	3.514392306
-0.289265947	2.590889204
-0.592782005	2.176096769
-0.463567393	1.742745616
0.133978305	1.642301483
0.015007639	4.190990334
-0.109877618	4.530023692
0.208348455	3.646432277
0.096215315	1.962672181
0.697072867	2.334036864
0.017977741	3.267507795
-0.02815104	1.035555248
0.56352533	0.458085438
0.10649223	2.923117521
0.165059246	2.730995066
-1.469402652	3.012686073
0.717269793	-0.402578244
0.474908955	-0.523758663
0.075551033	-0.066921862
0.244665536	7.411152712
-0.146841388	0.558847521
-7.129283017	-6.401142776
0	-4.64385619
0.76102194	8.844648256
0.733828812	6.96220919
-0.593401581	2.94055698
-0.412738383	3.179061846
-0.637429921	2.517209114
-0.20557597	7.060006134
-0.930808788	3.777198112
4.906890596	-7.512338987
-0.689688589	4.673967891
-0.442546561	4.485809711
-0.817472911	3.941053415
0.638148931	4.645324167
1.149576356	0.825749752
0.164386818	0.881280715
-0.28499072	3.448465881
-0.232173442	2.77143855
-0.888968688	-1.444484344
0.880947328	0.454828957
-1.196397213	-1.460695083
-4.906890596	-7.512338987
-0.199691566	4.773967415
-1.866733469	-0.038064113
-3.857980995	-3.714865692
8.22881869	-5.851374939
-0.585468621	5.540661824
-0.216293761	4.612131585
-0.959358016	-1.994252181
0.64353125	6.435924394
1.736965594	-1.868482797
0.335603032	-1.083737251
0.091147888	-1.07472029
0.231972956	4.883111555
0.32390497	4.513863446
-1.894983829	4.300815206
-1.868210127	4.437453799
0.152003093	-0.59057472
0.257797757	-0.991395355
1.197939378	1.502007959
-2.756330919	-0.056237365
0.303027308	3.599092851
-0.381591016	2.038792415
-1.546031508	2.419178411
-5.321928095	-7.304820237
-1.417063369	4.999103535
-0.639118271	1.191402784
-0.82996603	4.463742327
0.494764692	-1.937042225
6.491853096	-6.719857736
-0.198767076	4.580940819
-1.49683159	0.596412702
-8.6794801	-5.626044235
-0.73591598	1.827389608
0.495957495	-1.110475224
7.129283017	-6.401142776
-1.184424571	0.215142636
-7.022367813	-6.454600378
-1.763456149	2.397743221
1.263034406	-3.690410892
0.093109404	-2.690410892
0.211504105	-2.290176624
0.256254655	5.566752865
0.255061956	5.650151739
0.237624138	5.556439317
0.10117705	5.060025281
0.542809636	4.738031938
0.843880798	1.063486428
-0.751030739	5.025705493
2.415037499	-2.266412439
-0.664567641	3.341272604
-0.834213091	3.074746551
0	-4.64385619
-0.831722378	6.82168341
-0.963829671	5.583312787
-0.981352592	5.637575856
2.247927513	-1.519892433
-0.623980602	3.731529193
-0.674082005	3.716939166
-0.362570079	-2.655216228
8.022367813	-5.954600378
1.41063232	-0.580988025
-0.415037499	-3.266412439
-1.704737854	6.896763046
-1.350467501	4.924679092
2.214594051	0.19136129
1.695145418	-1.403966058
-0.062795127	3.401561844
-0.022874466	3.142368103
-0.021731382	2.578897796
-0.837525303	1.175785898
-1.078002512	-2.934929932
-0.125811753	2.160516673
-1.715359138	0.423276745
2.137503524	-3.253176333
-0.477321778	-0.732769959
-0.569365646	1.595022943
9.103287808	-5.41414038
-1.807354922	-3.740178729
0.225174862	0.678184607
0.420733105	2.870291111
0.207532662	2.933615891
0.263034406	-4.190410892
6.491853096	-6.719857736
0.736965594	-2.690410892
-0.633086948	4.02473071
-0.778460655	4.053713168
-0.638021553	3.926636997
-2.700439718	-4.293636331
0.440743213	2.374176943
-0.402098444	-0.635452046
-0.459431619	-0.606785458
0.664651389	0.765285102
-5.64385619	-7.14385619
0.120294234	-2.060147117
-4.321928095	-7.804820237
1	-1.751538767
2.087462841	-2.600124769
0.78958022	1.465179438
0.532486522	4.645448321
1.105353	-1.04678557
1.210268862	1.862145049
0.391759788	3.667067354
0	-2.120294234
-0.792058877	10.01723883
-0.027350488	1.077178186
0.195973096	2.212353573
-0.422622095	3.52745679
0.624133098	3.895826303
0.370324439	4.813935814
-0.375961483	7.227338507
0	-5.058893689
-0.72822858	1.77010665
-0.119706757	2.034382691
-1.822917404	5.526168546
-1.318682435	2.491218459
-0.59946207	-1.299731035
-1.222392421	-2.447697478
0.818523706	3.746972945
0.705430021	3.503274687
0.087462841	2.721803326
2.078002512	-2.434929932
0.362570079	-2.655216228
0.628031223	-2.87040896
-1.591360272	0.380642637
3.321928095	-8.304820237
1	-6.14385619
-1.81067528	1.215677761
0.286509976	2.952669432
0.999544388	5.484817156
-0.33569625	3.713816494
-0.048363022	-0.16024306
0.487938046	-0.042335162
-0.632268215	0.316134108
-0.058102955	0.575019846
0.315819285	2.663800572
0.056143078	3.531420274
-0.605140383	3.130389216
1.156119202	0.648448929
0.709658248	0.295935435
1.352599791	0.951306943
-1.415037499	-3.351374939
-1.666955873	0.022511761
-2.557995453	-2.194933462
-0.630723767	4.140129737
-0.874469118	-3.62165913
0.47045062	0.966408551
-1	-4.558893689
-1.699349775	4.683576964
-4.906890596	-7.512338987
-2.132450296	-1.877191324
-0.485426827	-4.079214681
-1.450661409	-2.01163489
-0.524412488	4.281908158
0.225119634	3.292070867
0.320689198	2.965637055
-2.151676394	6.891157443
-0.807354922	-1.240178729
-1.069599459	2.655815131
-0.863131574	4.784889078
-0.85059954	4.532150566
-2.662965013	-3.727411183
-0.415037499	-3.851374939
0.241824473	3.885385787
0.884522783	0.668769921
-0.064264265	6.166558453
-0.14873538	2.80337656
-1.01899699	3.27291007
-0.524481804	5.437366252
-1	-5.14385619
-1.127280664	0.606284669
-0.401362562	-0.715254454
-0.8093545	1.447321587
-0.764004847	1.5325621
5.321928095	-7.304820237
5.321928095	-7.304820237
0.522013248	3.350165756
0.011757971	2.617051365
0.028428408	1.021409706
-0.548964302	1.636250511
-0.197645759	3.432246613
0.559427409	-1.116214972
0.057387482	2.815290103
-1.289013472	2.055932982
-0.93002047	1.865548165
-1.197939378	0.364504435
0.706412206	3.051424581
-0.713695815	-1.643152093
-1.061609998	7.970594336
-0.374395515	0.883191571
0.728697978	-0.150224184
0.652076697	-0.510462919
-0.276840205	-0.804996369
0.229481846	2.788297347
-0.218345588	2.307666948
-0.383547213	1.32927713
0.206450877	-2.840191033
-0.519441869	5.568605992
0	-2.64385619
-0.623089435	4.247947095
-0.734984241	4.370194641
-7.906890596	-6.012338987
-1.255973941	8.18992403
0.980891177	0.094516912
0.838719093	-0.524056925
0.919080005	-0.402956474
0.432959407	-1.105448391
0.465223256	0.408934401
-0.035333073	0.292673584
0.426700417	0.836280559
-0.065658132	8.402382793
-0.167178087	3.395382761
-0.697800714	2.559912551
-0.790642741	5.084620531
0.1740294	1.050488824
-3.461858356	2.426922991
-8.6794801	-5.626044235
4.906890596	-7.512338987
-0.997700884	3.149615001
-1.21164604	1.813715872
-0.414121793	2.185256526
-1.013894442	1.139215436
-0.699708987	4.412494322
-0.587261617	2.357133751
0.211504105	-0.290176624
-4.906890596	-7.512338987
4.321928095	-7.804820237
1.091147888	-1.57472029
-0.360476562	2.796125355
-0.24645885	2.631658077
-0.779281838	5.465601332
-1.089470827	4.855802516
-2.415037499	-3.851374939
-1.95419631	-2.666758035
0	-5.64385619
0.193771743	3.359920278
0.424528948	3.396544769
0.37064338	1.17082212
0.150866666	1.42026183
-1.807354922	-3.740178729
7.22881869	-6.351374939
0.012012518	2.586151743
-1.277533976	-0.960695083
0.199366763	3.105083369
-7.64385619	-6.14385619
-0.506959989	-1.142448682
-0.807354922	-0.78074711
-0.769942917	1.175743496
-1.753162822	0.186921531
-0.395928676	-0.613001837
0.088850715	3.421549107
-0.077370365	4.695753484
-0.198296746	4.956134063
0.144639705	3.853679566
0	-6.64385619
-0.2446037	3.948087478
-3.321928095	-8.304820237
-0.504077786	4.642293849
2.040414268	-0.164217437
0.415037499	-2.851374939
7.781359714	-6.075104428
0.042780319	4.385962592
-1	-4.558893689
-0.496937753	0.346079673
-0.506185387	0.717760961
1.719892081	-1.696447308
1	-5.14385619
0.453977189	1.632980954
0.160464672	-1.476161012
1.278859373	2.404964433
-2.087462841	-1.600124769
-0.289506617	-2.32917788
0.079985103	2.113812785
-0.161062433	0.425359713
-0.383094154	6.085879819
-9.409390936	-5.261088817
0.988859442	-0.127058656
0	-6.64385619
-0.377004367	1.332548553
0.828233652	1.38497048
0.508696606	0.553006619
-0.184505733	2.922102426
6.129283017	-6.901142776
-1.011587974	0.816134108
-0.321928095	-0.09057472
4.906890596	-7.512338987
-0.111734639	5.085320205
-0.15444064	3.778769377
-0.333384045	3.695263342
-0.164247539	7.66136427
2.098999166	7.367635624
-0.014213859	1.021462223
-0.407767057	4.68802166
0.714037771	3.568031079
0.367731785	1.079168514
0.212259839	1.901065582
0.452512205	-2.169672574
6.64385619	-6.64385619
-0.839535328	1.83119391
-0.443732932	2.970327699
6.321928095	-6.804820237
-1.074000581	-0.858928386
-0.445717117	2.366904928
-0.008850918	1.704865177
-0.76799249	0.848664512
0.981140973	0.113500837
-1.053439259	-0.389216106
-0.510194732	-0.344364704
-0.538419915	-0.98232881
2.604862058	-1.75646266
1.291766124	-1.139992132
-0.934112064	1.215517265
-0.739937161	1.326025233
0.115477217	2.168769921
0.970853654	-1.514573173
-0.585974563	2.540914795
-0.939422184	5.435495377
0.212993723	-1.077927709
4.321928095	-7.804820237
-0.652076697	-3.510462919
-6.491853096	-6.719857736
1.309425553	5.352931255
1.271903939	5.581278747
1.398549376	-2.485149883
-0.080002542	5.256456136
0.800831798	1.326415318
-0.641251632	5.557118434
-0.929480318	5.254990898
0.461245189	4.221577455
1.077358883	3.099394396
0.08607095	4.789348241
-7.906890596	-6.012338987
-0.034646143	1.543391883
0.417726587	2.216058795
0.290752199	2.219196333
-0.018147347	-0.331001768
0.547487795	-2.669672574
0.584962501	-3.351374939
-0.143776507	5.759228941
-0.143283594	5.594262558
-1.807354922	-4.740178729
0.197256983	3.385509639
-0.34419155	3.639375255
-0.111855945	2.599423856
-0.651308948	4.098595812
-8.906890596	-5.512338987
1	-3.336501268
-0.061400545	-1.089593961
-0.183446141	-0.66949007
-0.995292997	2.115885154
-0.267731729	3.41333716
-0.106281995	3.925969757
-0.930291028	-0.450790221
0.425364637	2.596732126
0.19592021	3.042818551
1.229133999	-0.098551853
-0.056034035	0.04237231
0.053111336	-0.295372427
0.669026766	0.334513383
-0.887525271	-1.87816546
0.719447833	0.573848722
0.460794323	2.496434056
1.392317423	-2.947697478
1.222392421	-3.447697478
-0.788495895	-2.790176624
-0.111031312	0.640478157
-0.395928676	0.123963757
1.719892081	-1.696447308
-2.209453366	-2.539129507
0.436099115	-2.338343791
-1	-0.285875195
0.432959407	1.701906531
0.546542282	1.542304288
0.234863733	0.973421564
0.150678912	1.784630092
0.027664029	3.584294945
-0.196588666	3.359825148
0.620066302	1.331512878
0.828954459	1.101537918
-0.038623238	4.827181697
-0.611972518	3.357358361
-0.266402466	3.345770572
-7.569855608	-6.18085648
0.471305719	1.636190789
2.632562423	4.562689299
-0.224850256	4.380709794
-0.219398904	4.216550249
2.321928095	-5.482892142
4.321928095	-7.804820237
5.321928095	-7.304820237
0.584962501	-1.891943321
-0.879923548	3.550993086
-0.571994368	3.446272015
-9.022367813	-5.454600378
0.320040985	2.358514646
6.491853096	-6.719857736
2.440572591	-0.031252471
1.280107919	-1.611484807
-0.647394307	2.659980541
1.827819025	-1.408018583
-0.862496476	-2.753176333
0.827819025	-0.908018583
-9.204571144	-5.363498713
-1	-2.684424571
-0.217205842	4.334340575
-0.652076697	-3.510462919
-0.064705689	1.15668098
0	-5.058893689
1.874469118	-4.12165913
-0.222392421	-2.362734978
0.127489735	3.750805556
-0.38844946	4.444428386
0.526951955	2.582515793
-0.46255096	1.979736713
-0.339575961	1.548299604
-0.348377195	1.356880895
0.106915204	-2.88995887
0.746995959	1.740869045
-2.700439718	-4.293636331
7.906890596	-6.012338987
-0.140543157	4.141519398
-0.628744193	1.56533367
-0.750443979	2.845107966
-1.422610719	2.222267279
0.292450894	-0.021897312
-0.078002512	-0.849967432
0.641546029	-0.679226985
-2.058893689	-3.029446845
0.069399216	8.043184256
-5.64385619	-7.14385619
0.313332071	2.171021329
0.37778133	1.792961988
-1.169925001	-3.058893689
-5.64385619	-7.14385619
0	-5.64385619
-1.041222663	3.307207693
-0.197939378	-1.45742366
0.621488377	-2.632672283
0.094122177	0.87893833
1.64385619	-2.821928095
0.169230293	9.130456699
-1	-6.14385619
-1.142444265	-0.344713603
-0.256339753	-1.345761312
0.222392421	-0.777772477
0.243576899	5.524374208
0.282399731	1.706797041
0.041340795	1.803078963
10.52160044	-4.704984065
0.647328382	0.054847432
0.124390862	1.13943843
1.718818247	-1.199484565
-1.175604911	3.344825702
-1.001946654	6.090137564
0.06608919	1.974150906
-0.254813899	1.527944879
-1.599246727	1.221856364
-0.87698911	1.495078083
-0.958937343	1.450322326
0.106915204	0.11004113
0.213286835	3.055244265
0.797507136	-0.852785199
6.64385619	-6.64385619
0.928446739	-1.22543651
1.064130337	-0.067396902
-0.628031223	-0.548480865
0.090197809	-1.644560975
-4.321928095	-7.804820237
0.226162204	3.146944554
1.413107472	1.609592006
0.388565288	0.331786168
-0.16175107	0.319662395
0.200621799	2.41065102
0.598540907	1.794965616
-4.906890596	-7.512338987
-8.076815597	-5.927376486
1.218978157	6.541172136
0.675186193	4.41569052
-0.054792473	0.659664452
-0.226827393	3.912501002
-1.477893154	4.001980983
0.074177588	3.063888854
-2.06529146	0.143677043
0.923378718	-0.324185835
-0.294866736	2.81418996
0.297680549	-0.910053415
-0.399455958	4.14083429
-0.276124405	2.079168514
0.222172448	5.339135272
1.002716444	11.72435835
0.281004281	4.148594562
0.221324154	1.059262924
-1.13504996	0.665135777
0.169925001	-1.973931188
-0.739647184	1.474160252
-0.570135083	1.989939506
-0.555337332	2.576326981
-0.253171083	1.795612307
-0.377637527	2.118609761
0.480530799	2.579402784
-0.519374159	-1.477278515
-1.014873276	2.456037486
-0.321928095	-3.482892142
-0.387485841	4.068539886
-0.197806783	3.579168514
0.925999419	-0.858928386
0.418995513	1.658398708
-0.637429921	0.54522349
0.726981506	-0.422384442
0.422691072	-0.877921802
0.567888987	1.04947924
0.202661788	3.710140137
-0.211364275	2.33527006
0.05808523	3.44992919
-0.999445437	4.201271776
-0.562894021	7.631502188
0.249267572	4.763865949
-0.037896608	2.998973604
0.335420331	2.327984997
-2.70285774	4.034002167
-2.290018847	0.501153234
-1.028569152	-1.485715424
-3.242590974	5.483250851
-3.830074999	-0.558893689
0	-5.64385619
0.2410081	-0.741992426
-0.709283981	5.083650861
-1.354704234	2.910012874
0.219445137	1.595149396
0.265879558	5.018026004
1.120294234	0.024815384
-0.158814328	3.767587523
-4.906890596	-7.512338987
-1.781479818	6.541217279
-0.872647255	4.821064215
0.052334618	3.567186462
0.038592909	3.28082727
0.822082208	2.267030801
1.065918556	3.190599283
-0.280736408	0.573327611
3	-5.14385619
-0.183081905	3.333381136
-0.073685548	1.232190372
-0.030373649	0.510881987
1.452512205	-1.669672574
8.276124405	-5.827722082
-0.759919579	2.464024054
-0.438884241	-0.932560973
-0.867244791	4.619488941
-0.385716011	4.029792017
-0.317084123	3.805856571
-0.312814936	3.894094229
0.802553936	0.183685533
0.663300279	4.970303256
0.212050477	1.954022145
0.183367264	2.540584583
0.686842115	-0.942883128
0.47740936	1.452829485
1.029747343	-1.544020017
-1.137503524	-3.753176333
-1.509013647	-2.188909648
-0.262094845	2.487191233
-0.34893324	4.662467391
0.263034406	-4.190410892
-0.736965594	-3.105448391
5.321928095	-7.304820237
-0.05246742	-1.862734978
0.890825879	2.006127894
1.017858522	1.999499391
0.584962501	-5.351374939
-0.560578342	1.120248759
-0.222392421	-1.947697478
0.676302812	0.366720558
0.338168736	1.575076728
-0.475919741	1.037047177
-1.584962501	-4.851374939
-0.040641984	0.505747819
-0.967578522	-0.668213832
0.700439718	-2.293636331
0.350756748	2.621634604
-0.222554567	3.779169409
0	-5.64385619
3.321928095	-8.304820237
-6.491853096	-6.719857736
-5.321928095	-7.304820237
1.920565533	-1.876218501
-0.485426827	-4.079214681
4.906890596	-7.512338987
0.127166986	9.276444609
5.321928095	-7.304820237
-1.137503524	-2.753176333
0.63005039	-0.936513572
0.671631824	5.257537859
1.699750258	1.536935817
-1.909160769	1.299408882
-0.917439191	6.885487528
-2.980745443	0.890910651
-0.672257284	4.67241203
-0.124502955	3.748191626
-1.008699695	1.814689968
-0.236192794	3.557719534
1.557102696	2.065432496
-0.286537235	2.773208027
-0.009956527	2.856977101
-0.021695071	-0.588614535
-0.3016557	-1.066763585
0.02065139	5.413252476
-0.348021256	4.569073428
0.489038081	-0.566447135
-0.454565863	-0.661685756
-0.094819053	5.662708106
0.169925001	-0.558893689
0.263034406	-0.730979273
-0.075551033	0.933078138
-0.331205908	0.475943075
-0.216078647	1.303386922
0.016678741	2.375710436
0.263034406	-4.190410892
-2.012243596	0.821697227
0.233355061	4.582651995
0.155987655	4.73962943
-1	-5.14385619
-0.41410038	2.151908636
-0.520689287	1.873876296
-0.882469124	3.254759251
-1.415037499	-1.181449938
0.547487795	-1.669672574
0.456378295	-0.989402288
0.584962501	-3.029446845
1.343954401	-2.271439271
2	-5.64385619
0.140481224	-0.114183959
0.874469118	-2.62165913
-0.263034406	-4.190410892
-4.321928095	-7.804820237
-0.432959407	-2.105448391
0.213830408	2.448900951
-0.136850868	2.075620936
-0.550920927	3.141379278
-7.965784285	-5.982892142
0.093109404	-2.690410892
-0.166649869	0.054178589
0.869654398	1.368399837
-0.093976148	1.103571602
-0.172836597	1.808884323
1.667424661	-1.722681018
-0.269262516	3.150770961
-1.29310526	0.51049108
-0.66670565	1.490396535
-0.699068986	1.045528306
-0.554374181	0.793202237
0.34169135	2.706898575
0.606178987	2.1510864
-0.722466024	-0.960695083
-0.187370136	0.547860961
-0.463273685	2.138527438
0.014284226	2.014337614
-1.141286404	3.040529178
-0.943856922	1.861495273
0.245802704	4.03171426
1.722466024	-2.460695083
0.03493379	2.046036047
1.099535674	-1.70177093
1.227410496	0.912363564
8.409390936	-5.761088817
0.173648087	-0.130767391
-4.906890596	-7.512338987
-0.041340795	0.803078963
0.129283017	0.005747819
0.161589142	0.513753978
1.705887283	0.139824789
0.897819605	0.675418332
0.325095374	1.026486137
-0.553519453	2.868917729
0	-5.64385619
2.517848305	-1.925500419
-8.17990909	-5.87582974
1.282263877	1.879918798
0.408805546	-0.581472422
-0.505269858	3.499043016
-0.287980763	-0.073601054
0.925037942	0.12244353
0.36994961	-0.436513572
-0.763299742	-0.014278805
0.110182918	-0.611484807
0.700439718	-2.293636331
-1	-3.821928095
-6.321928095	-6.804820237
-0.613344302	0.901220701
-1.252063288	-0.236464832
0.38466385	-0.281599263
0.36545547	0.333287412
0.08246216	0.069800232
0	-5.64385619
-0.188404422	2.950191908
-0.277780991	2.269821365
-0.30043714	2.51198693
-0.403839293	2.742938799
0.130703692	1.279476651
0.156119202	1.148448929
-0.548683925	3.077568999
-0.628420456	2.438538363
-0.177031888	1.936512851
-0.292730004	4.239756155
1.203359229	1.72600775
-0.30901699	3.857166038
-0.430780236	3.473909043
0.56116493	1.985454429
-0.70674088	7.178011021
-0.696467898	8.363983501
0.247927513	-1.519892433
5.169925001	-2.473931188
-1.37113764	4.044527646
-0.471128239	4.556770686
1.832445903	0.105256776
7.64385619	-6.14385619
0.317858431	0.664820145
0.436639754	0.432444682
0.007653573	0.914559448
1	-6.14385619
0.0699832	5.25299775
1.025535092	-1.323733722
0.481708539	0.391413946
0.621488377	0.689255812
0.899971182	1.513488533
0.600729817	0.164303359
-0.906890596	-3.190410892
-0.167007518	1.221007283
0.919977917	0.935073841
-0.390237873	4.66435373
-0.572251449	-0.109802952
0.209992322	1.222691203
7.714245518	-6.108661526
-0.229481846	-1.671134272
-0.446405651	6.092580749
-1.289506617	-0.82917788
-1.523078128	3.721309219
1	-4.14385619
0.334984248	2.790422475
-3.321928095	-2.397929642
1.57634937	-0.048326583
-0.763681677	4.7796438
0.131244533	-2.1859165
-0.882704641	2.430491328
-0.245910228	2.621205982
-0.433424394	4.664952422
-0.377454316	2.581044581
-0.22450688	2.396175212
-0.468702618	6.996965888
-1.392317423	2.181585539
0.162819036	3.769589877
-0.357295137	1.632823462
-0.350569965	2.135055138
0.079968305	0.988585
-0.827819025	0.091981417
-0.240765242	2.312576786
-0.482127866	3.023472498
-0.165700416	1.686921531
0.144477089	3.050434174
-0.070966521	1.286444834
-0.390234108	6.765579985
-0.356156899	6.284301122
-0.536545372	3.282627979
-0.522764748	4.67077331
-0.405596219	4.519667915
-0.260496045	4.445669339
0.321928095	-3.482892142
2.423499078	0.977284285
-6.906890596	-6.512338987
0.584962501	-1.544020017
-0.011700754	2.624089033
-1.088371168	4.767608134
-1.146952774	4.958216974
-0.996753677	5.111319035
-1.275236643	5.049722366
-1.540901806	5.11243665
-1.458452037	5.057631677
-0.448145811	0.709499733
4.906890596	-7.512338987
-1.200765422	5.453380298
0.540568381	-2.91414038
6.321928095	-6.804820237
-0.460588883	5.217615307
-0.510088881	3.791097341
7.965784285	-5.982892142
-0.00877021	1.71808092
0.921048659	1.217547576
0.263034406	-4.190410892
-0.050819934	3.706859232
-0.281136212	2.863034131
-0.277178588	2.745031522
0.667638549	3.976520846
0.350956377	6.666369167
-2.429987841	-1.258937268
4.321928095	-7.804820237
-6.129283017	-6.901142776
-5.64385619	-7.14385619
-0.299560282	-2.793636331
-0.096742195	3.869060658
0.067114196	3.614908345
0.01137479	1.927885243
0.216591468	3.525135476
0.115477217	-2.00115508
-0.507161718	4.466150198
-0.149320592	6.88162873
-2.047305715	-0.713312737
-1.054824025	1.033302942
0.188132422	4.094967614
-1.584962501	-3.851374939
-1.084236537	1.202042827
0.018147347	4.253960732
-0.234465254	0.145801779
5.906890596	-7.012338987
0.461981001	1.59275886
-0.913853816	3.864279659
8.276124405	-5.827722082
-0.874469118	-1.62165913
0.415037499	-2.851374939
0.006455022	3.160271221
0.728128231	1.753630927
-0.043068722	3.007034791
-0.394114726	2.715592502
-5.906890596	-7.012338987
-0.081223795	4.220918918
-0.174662244	4.045245721
-5.321928095	-7.304820237
-0.454388617	4.534622834
0.391023929	5.165905502
-0.218441079	3.872632114
-0.16086912	3.796327931
-0.150081233	3.749727237
-1.153404325	3.077504216
-0.478779629	3.838707608
9.531381461	-5.200093554
0	-5.64385619
0.798860128	-0.054601567
0.356693513	1.477005072
2.887525271	-2.87816546
4.906890596	-7.512338987
0.333900737	0.108056679
1.584962501	-0.266412439
1.404390255	-0.854198221
0.602664502	-0.587636436
0.466176348	0.189144827
